Solving with SCIP 8.1.0 [LP solver: Glop 9.9]
Total makespan = 37.0
z 24 40 1 0.0
z 24 40 2 0.0
z 24 40 3 0.0
z 24 41 0 0.0
z 24 41 1 0.0
z 24 41 2 0.0
z 24 41 3 0.0
z 24 42 0 0.0
z 24 42 1 0.0
z 24 42 2 0.0
z 24 42 3 0.0
z 24 43 0 0.0
z 24 43 1 0.0
z 24 43 2 0.0
z 24 43 3 0.0
z 24 44 0 0.0
z 24 44 1 0.0
z 24 44 2 0.0
z 24 44 3 0.0
z 24 45 0 0.0
z 24 45 1 0.0
z 24 45 2 0.0
z 24 45 3 0.0
z 24 46 0 0.0
z 24 46 1 0.0
z 24 46 2 0.0
z 24 46 3 0.0
z 24 47 0 0.0
z 24 47 1 0.0
z 24 47 2 0.0
z 24 47 3 0.0
z 24 48 0 0.0
z 24 48 1 0.0
z 24 48 2 0.0
z 24 48 3 0.0
z 24 49 0 0.0
z 24 49 1 0.0
z 24 49 2 0.0
z 24 49 3 0.0
z 25 0 0 0.0
z 25 0 1 0.0
z 25 0 2 0.0
z 25 0 3 0.0
z 25 1 0 0.0
z 25 1 1 0.0
z 25 1 2 0.0
z 25 1 3 0.0
z 25 2 0 0.0
z 25 2 1 0.0
z 25 2 2 0.0
z 25 2 3 0.0
z 25 3 0 0.0
z 25 3 1 0.0
z 25 3 2 0.0
z 25 3 3 0.0
z 25 4 0 0.0
z 25 4 1 0.0
z 25 4 2 0.0
z 25 4 3 0.0
z 25 5 0 0.0
z 25 5 1 0.0
z 25 5 2 0.0
z 25 5 3 0.0
z 25 6 0 0.0
z 25 6 1 0.0
z 25 6 2 0.0
z 25 6 3 0.0
z 25 7 0 0.0
z 25 7 1 0.0
z 25 7 2 0.0
z 25 7 3 0.0
z 25 8 0 0.0
z 25 8 1 0.0
z 25 8 2 0.0
z 25 8 3 0.0
z 25 9 0 0.0
z 25 9 1 0.0
z 25 9 2 0.0
z 25 9 3 0.0
z 25 10 0 0.0
z 25 10 1 0.0
z 25 10 2 0.0
z 25 10 3 0.0
z 25 11 0 0.0
z 25 11 1 0.0
z 25 11 2 0.0
z 25 11 3 0.0
z 25 12 0 0.0
z 25 12 1 0.0
z 25 12 2 0.0
z 25 12 3 0.0
z 25 13 0 0.0
z 25 13 1 0.0
z 25 13 2 0.0
z 25 13 3 0.0
z 25 14 0 0.0
z 25 14 1 0.0
z 25 14 2 0.0
z 25 14 3 0.0
z 25 15 0 0.0
z 25 15 1 0.0
z 25 15 2 0.0
z 25 15 3 0.0
z 25 16 0 0.0
z 25 16 1 0.0
z 25 16 2 0.0
z 25 16 3 0.0
z 25 17 0 0.0
z 25 17 1 0.0
z 25 17 2 0.0
z 25 17 3 0.0
z 25 18 0 0.0
z 25 18 1 0.0
z 25 18 2 0.0
z 25 18 3 0.0
z 25 19 0 0.0
z 25 19 1 0.0
z 25 19 2 0.0
z 25 19 3 0.0
z 25 20 0 0.0
z 25 20 1 0.0
z 25 20 2 0.0
z 25 20 3 0.0
z 25 21 0 0.0
z 25 21 1 0.0
z 25 21 2 0.0
z 25 21 3 0.0
z 25 22 0 0.0
z 25 22 1 0.0
z 25 22 2 0.0
z 25 22 3 0.0
z 25 23 0 0.0
z 25 23 1 0.0
z 25 23 2 0.0
z 25 23 3 0.0
z 25 24 0 0.0
z 25 24 1 0.0
z 25 24 2 0.0
z 25 24 3 0.0
z 25 25 0 0.0
z 25 25 1 0.0
z 25 25 2 0.0
z 25 25 3 0.0
z 25 26 0 0.0
z 25 26 1 0.0
z 25 26 2 0.0
z 25 26 3 0.0
z 25 27 0 0.0
z 25 27 1 0.0
z 25 27 2 0.0
z 25 27 3 0.0
z 25 28 0 0.0
z 25 28 1 0.0
z 25 28 2 0.0
z 25 28 3 0.0
z 25 29 0 0.0
z 25 29 1 0.0
z 25 29 2 0.0
z 25 29 3 0.0
z 25 30 0 0.0
z 25 30 1 0.0
z 25 30 2 0.0
z 25 30 3 0.0
z 25 31 0 0.0
z 25 31 1 0.0
z 25 31 2 0.0
z 25 31 3 0.0
z 25 32 0 0.0
z 25 32 1 0.0
z 25 32 2 0.0
z 25 32 3 0.0
z 25 33 0 0.0
z 25 33 1 0.0
z 25 33 2 0.0
z 25 33 3 0.0
z 25 34 0 0.0
z 25 34 1 0.0
z 25 34 2 0.0
z 25 34 3 0.0
z 25 35 0 0.0
z 25 35 1 0.0
z 25 35 2 0.0
z 25 35 3 0.0
z 25 36 0 0.0
z 25 36 1 0.0
z 25 36 2 0.0
z 25 36 3 0.0
z 25 37 0 0.0
z 25 37 1 0.0
z 25 37 2 0.0
z 25 37 3 0.0
z 25 38 0 0.0
z 25 38 1 0.0
z 25 38 2 0.0
z 25 38 3 0.0
z 25 39 0 0.0
z 25 39 1 0.0
z 25 39 2 0.0
z 25 39 3 0.0
z 25 40 0 0.0
z 25 40 1 0.0
z 25 40 2 0.0
z 25 40 3 0.0
z 25 41 0 0.0
z 25 41 1 0.0
z 25 41 2 0.0
z 25 41 3 0.0
z 25 42 0 0.0
z 25 42 1 0.0
z 25 42 2 0.0
z 25 42 3 0.0
z 25 43 0 0.0
z 25 43 1 0.0
z 25 43 2 0.0
z 25 43 3 0.0
z 25 44 0 0.0
z 25 44 1 0.0
z 25 44 2 0.0
z 25 44 3 0.0
z 25 45 0 0.0
z 25 45 1 0.0
z 25 45 2 0.0
z 25 45 3 0.0
z 25 46 0 0.0
z 25 46 1 0.0
z 25 46 2 0.0
z 25 46 3 0.0
z 25 47 0 0.0
z 25 47 1 0.0
z 25 47 2 0.0
z 25 47 3 0.0
z 25 48 0 0.0
z 25 48 1 0.0
z 25 48 2 0.0
z 25 48 3 0.0
z 25 49 0 0.0
z 25 49 1 0.0
z 25 49 2 0.0
z 25 49 3 0.0
z 26 0 0 0.0
z 26 0 1 0.0
z 26 0 2 0.0
z 26 0 3 0.0
z 26 1 0 0.0
z 26 1 1 0.0
z 26 1 2 0.0
z 26 1 3 0.0
z 26 2 0 0.0
z 26 2 1 0.0
z 26 2 2 0.0
z 26 2 3 0.0
z 26 3 0 0.0
z 26 3 1 0.0
z 26 3 2 0.0
z 26 3 3 0.0
z 26 4 0 0.0
z 26 4 1 0.0
z 26 4 2 0.0
z 26 4 3 0.0
z 26 5 0 0.0
z 26 5 1 0.0
z 26 5 2 0.0
z 26 5 3 0.0
z 26 6 0 0.0
z 26 6 1 0.0
z 26 6 2 0.0
z 26 6 3 0.0
z 26 7 0 0.0
z 26 7 1 0.0
z 26 7 2 0.0
z 26 7 3 0.0
z 26 8 0 0.0
z 26 8 1 0.0
z 26 8 2 0.0
z 26 8 3 0.0
z 26 9 0 0.0
z 26 9 1 0.0
z 26 9 2 0.0
z 26 9 3 0.0
z 26 10 0 0.0
z 26 10 1 0.0
z 26 10 2 0.0
z 26 10 3 0.0
z 26 11 0 0.0
z 26 11 1 0.0
z 26 11 2 0.0
z 26 11 3 0.0
z 26 12 0 0.0
z 26 12 1 0.0
z 26 12 2 0.0
z 26 12 3 0.0
z 26 13 0 0.0
z 26 13 1 0.0
z 26 13 2 0.0
z 26 13 3 0.0
z 26 14 0 0.0
z 26 14 1 0.0
z 26 14 2 0.0
z 26 14 3 0.0
z 26 15 0 0.0
z 26 15 1 0.0
z 26 15 2 0.0
z 26 15 3 0.0
z 26 16 0 0.0
z 26 16 1 0.0
z 26 16 2 0.0
z 26 16 3 0.0
z 26 17 0 0.0
z 26 17 1 0.0
z 26 17 2 0.0
z 26 17 3 0.0
z 26 18 0 0.0
z 26 18 1 0.0
z 26 18 2 0.0
z 26 18 3 0.0
z 26 19 0 0.0
z 26 19 1 0.0
z 26 19 2 0.0
z 26 19 3 0.0
z 26 20 0 0.0
z 26 20 1 0.0
z 26 20 2 0.0
z 26 20 3 0.0
z 26 21 0 0.0
z 26 21 1 0.0
z 26 21 2 0.0
z 26 21 3 0.0
z 26 22 0 0.0
z 26 22 1 0.0
z 26 22 2 0.0
z 26 22 3 0.0
z 26 23 0 0.0
z 26 23 1 0.0
z 26 23 2 0.0
z 26 23 3 0.0
z 26 24 0 0.0
z 26 24 1 0.0
z 26 24 2 0.0
z 26 24 3 0.0
z 26 25 0 0.0
z 26 25 1 0.0
z 26 25 2 0.0
z 26 25 3 0.0
z 26 26 0 0.0
z 26 26 1 0.0
z 26 26 2 0.0
z 26 26 3 0.0
z 26 27 0 0.0
z 26 27 1 0.0
z 26 27 2 0.0
z 26 27 3 0.0
z 26 28 0 0.0
z 26 28 1 0.0
z 26 28 2 0.0
z 26 28 3 0.0
z 26 29 0 0.0
z 26 29 1 0.0
z 26 29 2 0.0
z 26 29 3 0.0
z 26 30 0 0.0
z 26 30 1 0.0
z 26 30 2 0.0
z 26 30 3 0.0
z 26 31 0 0.0
z 26 31 1 0.0
z 26 31 2 0.0
z 26 31 3 0.0
z 26 32 0 0.0
z 26 32 1 0.0
z 26 32 2 0.0
z 26 32 3 0.0
z 26 33 0 0.0
z 26 33 1 0.0
z 26 33 2 0.0
z 26 33 3 0.0
z 26 34 0 0.0
z 26 34 1 0.0
z 26 34 2 0.0
z 26 34 3 0.0
z 26 35 0 0.0
z 26 35 1 0.0
z 26 35 2 0.0
z 26 35 3 0.0
z 26 36 0 0.0
z 26 36 1 0.0
z 26 36 2 0.0
z 26 36 3 0.0
z 26 37 0 0.0
z 26 37 1 0.0
z 26 37 2 0.0
z 26 37 3 0.0
z 26 38 0 0.0
z 26 38 1 0.0
z 26 38 2 0.0
z 26 38 3 0.0
z 26 39 0 0.0
z 26 39 1 0.0
z 26 39 2 0.0
z 26 39 3 0.0
z 26 40 0 0.0
z 26 40 1 0.0
z 26 40 2 0.0
z 26 40 3 0.0
z 26 41 0 0.0
z 26 41 1 0.0
z 26 41 2 0.0
z 26 41 3 0.0
z 26 42 0 0.0
z 26 42 1 0.0
z 26 42 2 0.0
z 26 42 3 0.0
z 26 43 0 0.0
z 26 43 1 0.0
z 26 43 2 0.0
z 26 43 3 0.0
z 26 44 0 0.0
z 26 44 1 0.0
z 26 44 2 0.0
z 26 44 3 0.0
z 26 45 0 0.0
z 26 45 1 0.0
z 26 45 2 0.0
z 26 45 3 0.0
z 26 46 0 0.0
z 26 46 1 0.0
z 26 46 2 0.0
z 26 46 3 0.0
z 26 47 0 0.0
z 26 47 1 0.0
z 26 47 2 0.0
z 26 47 3 0.0
z 26 48 0 0.0
z 26 48 1 0.0
z 26 48 2 0.0
z 26 48 3 0.0
z 26 49 0 0.0
z 26 49 1 0.0
z 26 49 2 0.0
z 26 49 3 0.0
z 27 0 0 0.0
z 27 0 1 0.0
z 27 0 2 0.0
z 27 0 3 0.0
z 27 1 0 0.0
z 27 1 1 0.0
z 27 1 2 0.0
z 27 1 3 0.0
z 27 2 0 0.0
z 27 2 1 0.0
z 27 2 2 0.0
z 27 2 3 0.0
z 27 3 0 0.0
z 27 3 1 0.0
z 27 3 2 0.0
z 27 3 3 0.0
z 27 4 0 0.0
z 27 4 1 0.0
z 27 4 2 0.0
z 27 4 3 0.0
z 27 5 0 0.0
z 27 5 1 0.0
z 27 5 2 0.0
z 27 5 3 0.0
z 27 6 0 0.0
z 27 6 1 0.0
z 27 6 2 0.0
z 27 6 3 0.0
z 27 7 0 0.0
z 27 7 1 0.0
z 27 7 2 0.0
z 27 7 3 0.0
z 27 8 0 0.0
z 27 8 1 0.0
z 27 8 2 0.0
z 27 8 3 0.0
z 27 9 0 0.0
z 27 9 1 0.0
z 27 9 2 0.0
z 27 9 3 0.0
z 27 10 0 0.0
z 27 10 1 0.0
z 27 10 2 0.0
z 27 10 3 0.0
z 27 11 0 0.0
z 27 11 1 0.0
z 27 11 2 0.0
z 27 11 3 0.0
z 27 12 0 0.0
z 27 12 1 0.0
z 27 12 2 0.0
z 27 12 3 0.0
z 27 13 0 0.0
z 27 13 1 0.0
z 27 13 2 0.0
z 27 13 3 0.0
z 27 14 0 0.0
z 27 14 1 0.0
z 27 14 2 0.0
z 27 14 3 0.0
z 27 15 0 0.0
z 27 15 1 0.0
z 27 15 2 0.0
z 27 15 3 0.0
z 27 16 0 0.0
z 27 16 1 0.0
z 27 16 2 0.0
z 27 16 3 0.0
z 27 17 0 0.0
z 27 17 1 0.0
z 27 17 2 0.0
z 27 17 3 0.0
z 27 18 0 0.0
z 27 18 1 0.0
z 27 18 2 0.0
z 27 18 3 0.0
z 27 19 0 0.0
z 27 19 1 0.0
z 27 19 2 0.0
z 27 19 3 0.0
z 27 20 0 0.0
z 27 20 1 0.0
z 27 20 2 0.0
z 27 20 3 0.0
z 27 21 0 0.0
z 27 21 1 0.0
z 27 21 2 0.0
z 27 21 3 0.0
z 27 22 0 0.0
z 27 22 1 0.0
z 27 22 2 0.0
z 27 22 3 0.0
z 27 23 0 0.0
z 27 23 1 0.0
z 27 23 2 0.0
z 27 23 3 0.0
z 27 24 0 0.0
z 27 24 1 0.0
z 27 24 2 0.0
z 27 24 3 0.0
z 27 25 0 0.0
z 27 25 1 0.0
z 27 25 2 0.0
z 27 25 3 0.0
z 27 26 0 0.0
z 27 26 1 0.0
z 27 26 2 0.0
z 27 26 3 0.0
z 27 27 0 0.0
z 27 27 1 0.0
z 27 27 2 0.0
z 27 27 3 0.0
z 27 28 0 0.0
z 27 28 1 0.0
z 27 28 2 0.0
z 27 28 3 0.0
z 27 29 0 0.0
z 27 29 1 0.0
z 27 29 2 0.0
z 27 29 3 0.0
z 27 30 0 0.0
z 27 30 1 0.0
z 27 30 2 0.0
z 27 30 3 0.0
z 27 31 0 0.0
z 27 31 1 0.0
z 27 31 2 0.0
z 27 31 3 0.0
z 27 32 0 0.0
z 27 32 1 0.0
z 27 32 2 0.0
z 27 32 3 0.0
z 27 33 0 0.0
z 27 33 1 0.0
z 27 33 2 0.0
z 27 33 3 0.0
z 27 34 0 0.0
z 27 34 1 0.0
z 27 34 2 0.0
z 27 34 3 0.0
z 27 35 0 0.0
z 27 35 1 0.0
z 27 35 2 0.0
z 27 35 3 0.0
z 27 36 0 0.0
z 27 36 1 0.0
z 27 36 2 0.0
z 27 36 3 0.0
z 27 37 0 0.0
z 27 37 1 0.0
z 27 37 2 0.0
z 27 37 3 0.0
z 27 38 0 0.0
z 27 38 1 0.0
z 27 38 2 0.0
z 27 38 3 0.0
z 27 39 0 0.0
z 27 39 1 0.0
z 27 39 2 0.0
z 27 39 3 0.0
z 27 40 0 0.0
z 27 40 1 0.0
z 27 40 2 0.0
z 27 40 3 0.0
z 27 41 0 0.0
z 27 41 1 0.0
z 27 41 2 0.0
z 27 41 3 0.0
z 27 42 0 0.0
z 27 42 1 0.0
z 27 42 2 0.0
z 27 42 3 0.0
z 27 43 0 0.0
z 27 43 1 0.0
z 27 43 2 0.0
z 27 43 3 0.0
z 27 44 0 0.0
z 27 44 1 0.0
z 27 44 2 0.0
z 27 44 3 0.0
z 27 45 0 0.0
z 27 45 1 0.0
z 27 45 2 0.0
z 27 45 3 0.0
z 27 46 0 0.0
z 27 46 1 0.0
z 27 46 2 0.0
z 27 46 3 0.0
z 27 47 0 0.0
z 27 47 1 0.0
z 27 47 2 0.0
z 27 47 3 0.0
z 27 48 0 0.0
z 27 48 1 0.0
z 27 48 2 0.0
z 27 48 3 0.0
z 27 49 0 0.0
z 27 49 1 0.0
z 27 49 2 0.0
z 27 49 3 0.0
z 28 0 0 0.0
z 28 0 1 0.0
z 28 0 2 0.0
z 28 0 3 0.0
z 28 1 0 0.0
z 28 1 1 0.0
z 28 1 2 0.0
z 28 1 3 0.0
z 28 2 0 0.0
z 28 2 1 0.0
z 28 2 2 0.0
z 28 2 3 0.0
z 28 3 0 0.0
z 28 3 1 0.0
z 28 3 2 0.0
z 28 3 3 0.0
z 28 4 0 0.0
z 28 4 1 0.0
z 28 4 2 0.0
z 28 4 3 0.0
z 28 5 0 0.0
z 28 5 1 0.0
z 28 5 2 0.0
z 28 5 3 0.0
z 28 6 0 0.0
z 28 6 1 0.0
z 28 6 2 0.0
z 28 6 3 0.0
z 28 7 0 0.0
z 28 7 1 0.0
z 28 7 2 0.0
z 28 7 3 0.0
z 28 8 0 0.0
z 28 8 1 0.0
z 28 8 2 0.0
z 28 8 3 0.0
z 28 9 0 0.0
z 28 9 1 0.0
z 28 9 2 0.0
z 28 9 3 0.0
z 28 10 0 0.0
z 28 10 1 0.0
z 28 10 2 0.0
z 28 10 3 0.0
z 28 11 0 0.0
z 28 11 1 0.0
z 28 11 2 0.0
z 28 11 3 0.0
z 28 12 0 0.0
z 28 12 1 0.0
z 28 12 2 0.0
z 28 12 3 0.0
z 28 13 0 0.0
z 28 13 1 0.0
z 28 13 2 0.0
z 28 13 3 0.0
z 28 14 0 0.0
z 28 14 1 0.0
z 28 14 2 0.0
z 28 14 3 0.0
z 28 15 0 0.0
z 28 15 1 0.0
z 28 15 2 0.0
z 28 15 3 0.0
z 28 16 0 0.0
z 28 16 1 0.0
z 28 16 2 0.0
z 28 16 3 0.0
z 28 17 0 0.0
z 28 17 1 0.0
z 28 17 2 0.0
z 28 17 3 0.0
z 28 18 0 0.0
z 28 18 1 0.0
z 28 18 2 0.0
z 28 18 3 0.0
z 28 19 0 0.0
z 28 19 1 0.0
z 28 19 2 0.0
z 28 19 3 0.0
z 28 20 0 0.0
z 28 20 1 0.0
z 28 20 2 0.0
z 28 20 3 0.0
z 28 21 0 0.0
z 28 21 1 0.0
z 28 21 2 0.0
z 28 21 3 0.0
z 28 22 0 0.0
z 28 22 1 0.0
z 28 22 2 0.0
z 28 22 3 0.0
z 28 23 0 0.0
z 28 23 1 0.0
z 28 23 2 0.0
z 28 23 3 0.0
z 28 24 0 0.0
z 28 24 1 0.0
z 28 24 2 0.0
z 28 24 3 0.0
z 28 25 0 0.0
z 28 25 1 0.0
z 28 25 2 0.0
z 28 25 3 0.0
z 28 26 0 0.0
z 28 26 1 0.0
z 28 26 2 0.0
z 28 26 3 0.0
z 28 27 0 0.0
z 28 27 1 0.0
z 28 27 2 0.0
z 28 27 3 0.0
z 28 28 0 0.0
z 28 28 1 0.0
z 28 28 2 0.0
z 28 28 3 0.0
z 28 29 0 0.0
z 28 29 1 0.0
z 28 29 2 0.0
z 28 29 3 0.0
z 28 30 0 0.0
z 28 30 1 0.0
z 28 30 2 0.0
z 28 30 3 0.0
z 28 31 0 0.0
z 28 31 1 0.0
z 28 31 2 0.0
z 28 31 3 0.0
z 28 32 0 0.0
z 28 32 1 0.0
z 28 32 2 0.0
z 28 32 3 0.0
z 28 33 0 0.0
z 28 33 1 0.0
z 28 33 2 0.0
z 28 33 3 0.0
z 28 34 0 0.0
z 28 34 1 0.0
z 28 34 2 0.0
z 28 34 3 0.0
z 28 35 0 0.0
z 28 35 1 0.0
z 28 35 2 0.0
z 28 35 3 0.0
z 28 36 0 0.0
z 28 36 1 0.0
z 28 36 2 0.0
z 28 36 3 0.0
z 28 37 0 0.0
z 28 37 1 0.0
z 28 37 2 0.0
z 28 37 3 0.0
z 28 38 0 0.0
z 28 38 1 0.0
z 28 38 2 0.0
z 28 38 3 0.0
z 28 39 0 0.0
z 28 39 1 0.0
z 28 39 2 0.0
z 28 39 3 0.0
z 28 40 0 0.0
z 28 40 1 0.0
z 28 40 2 0.0
z 28 40 3 0.0
z 28 41 0 0.0
z 28 41 1 0.0
z 28 41 2 0.0
z 28 41 3 0.0
z 28 42 0 0.0
z 28 42 1 0.0
z 28 42 2 0.0
z 28 42 3 0.0
z 28 43 0 0.0
z 28 43 1 0.0
z 28 43 2 0.0
z 28 43 3 0.0
z 28 44 0 0.0
z 28 44 1 0.0
z 28 44 2 0.0
z 28 44 3 0.0
z 28 45 0 0.0
z 28 45 1 0.0
z 28 45 2 0.0
z 28 45 3 0.0
z 28 46 0 0.0
z 28 46 1 0.0
z 28 46 2 0.0
z 28 46 3 0.0
z 28 47 0 0.0
z 28 47 1 0.0
z 28 47 2 0.0
z 28 47 3 0.0
z 28 48 0 0.0
z 28 48 1 0.0
z 28 48 2 0.0
z 28 48 3 0.0
z 28 49 0 0.0
z 28 49 1 0.0
z 28 49 2 0.0
z 28 49 3 0.0
z 29 0 0 0.0
z 29 0 1 0.0
z 29 0 2 0.0
z 29 0 3 0.0
z 29 1 0 0.0
z 29 1 1 0.0
z 29 1 2 0.0
z 29 1 3 0.0
z 29 2 0 0.0
z 29 2 1 0.0
z 29 2 2 0.0
z 29 2 3 0.0
z 29 3 0 0.0
z 29 3 1 0.0
z 29 3 2 0.0
z 29 3 3 0.0
z 29 4 0 0.0
z 29 4 1 0.0
z 29 4 2 0.0
z 29 4 3 0.0
z 29 5 0 0.0
z 29 5 1 0.0
z 29 5 2 0.0
z 29 5 3 0.0
z 29 6 0 0.0
z 29 6 1 0.0
z 29 6 2 0.0
z 29 6 3 0.0
z 29 7 0 0.0
z 29 7 1 0.0
z 29 7 2 0.0
z 29 7 3 0.0
z 29 8 0 0.0
z 29 8 1 0.0
z 29 8 2 0.0
z 29 8 3 0.0
z 29 9 0 0.0
z 29 9 1 0.0
z 29 9 2 0.0
z 29 9 3 0.0
z 29 10 0 0.0
z 29 10 1 0.0
z 29 10 2 0.0
z 29 10 3 0.0
z 29 11 0 0.0
z 29 11 1 0.0
z 29 11 2 0.0
z 29 11 3 0.0
z 29 12 0 0.0
z 29 12 1 0.0
z 29 12 2 0.0
z 29 12 3 0.0
z 29 13 0 0.0
z 29 13 1 0.0
z 29 13 2 0.0
z 29 13 3 0.0
z 29 14 0 0.0
z 29 14 1 0.0
z 29 14 2 0.0
z 29 14 3 0.0
z 29 15 0 0.0
z 29 15 1 0.0
z 29 15 2 0.0
z 29 15 3 0.0
z 29 16 0 0.0
z 29 16 1 0.0
z 29 16 2 0.0
z 29 16 3 0.0
z 29 17 0 0.0
z 29 17 1 0.0
z 29 17 2 0.0
z 29 17 3 0.0
z 29 18 0 0.0
z 29 18 1 0.0
z 29 18 2 0.0
z 29 18 3 0.0
z 29 19 0 0.0
z 29 19 1 0.0
z 29 19 2 0.0
z 29 19 3 0.0
z 29 20 0 0.0
z 29 20 1 0.0
z 29 20 2 0.0
z 29 20 3 0.0
z 29 21 0 0.0
z 29 21 1 0.0
z 29 21 2 0.0
z 29 21 3 0.0
z 29 22 0 0.0
z 29 22 1 0.0
z 29 22 2 0.0
z 29 22 3 0.0
z 29 23 0 0.0
z 29 23 1 0.0
z 29 23 2 0.0
z 29 23 3 0.0
z 29 24 0 0.0
z 29 24 1 0.0
z 29 24 2 0.0
z 29 24 3 0.0
z 29 25 0 0.0
z 29 25 1 0.0
z 29 25 2 0.0
z 29 25 3 0.0
z 29 26 0 0.0
z 29 26 1 0.0
z 29 26 2 0.0
z 29 26 3 0.0
z 29 27 0 0.0
z 29 27 1 0.0
z 29 27 2 0.0
z 29 27 3 0.0
z 29 28 0 0.0
z 29 28 1 0.0
z 29 28 2 0.0
z 29 28 3 0.0
z 29 29 0 0.0
z 29 29 1 0.0
z 29 29 2 0.0
z 29 29 3 0.0
z 29 30 0 0.0
z 29 30 1 0.0
z 29 30 2 0.0
z 29 30 3 0.0
z 29 31 0 0.0
z 29 31 1 0.0
z 29 31 2 0.0
z 29 31 3 0.0
z 29 32 0 0.0
z 29 32 1 0.0
z 29 32 2 0.0
z 29 32 3 0.0
z 29 33 0 0.0
z 29 33 1 0.0
z 29 33 2 0.0
z 29 33 3 0.0
z 29 34 0 0.0
z 29 34 1 0.0
z 29 34 2 0.0
z 29 34 3 0.0
z 29 35 0 0.0
z 29 35 1 0.0
z 29 35 2 0.0
z 29 35 3 0.0
z 29 36 0 0.0
z 29 36 1 0.0
z 29 36 2 0.0
z 29 36 3 0.0
z 29 37 0 0.0
z 29 37 1 0.0
z 29 37 2 0.0
z 29 37 3 0.0
z 29 38 0 0.0
z 29 38 1 0.0
z 29 38 2 0.0
z 29 38 3 0.0
z 29 39 0 0.0
z 29 39 1 0.0
z 29 39 2 0.0
z 29 39 3 0.0
z 29 40 0 0.0
z 29 40 1 0.0
z 29 40 2 0.0
z 29 40 3 0.0
z 29 41 0 0.0
z 29 41 1 0.0
z 29 41 2 0.0
z 29 41 3 0.0
z 29 42 0 0.0
z 29 42 1 0.0
z 29 42 2 0.0
z 29 42 3 0.0
z 29 43 0 0.0
z 29 43 1 0.0
z 29 43 2 0.0
z 29 43 3 0.0
z 29 44 0 0.0
z 29 44 1 0.0
z 29 44 2 0.0
z 29 44 3 0.0
z 29 45 0 0.0
z 29 45 1 0.0
z 29 45 2 0.0
z 29 45 3 0.0
z 29 46 0 0.0
z 29 46 1 0.0
z 29 46 2 0.0
z 29 46 3 0.0
z 29 47 0 0.0
z 29 47 1 0.0
z 29 47 2 0.0
z 29 47 3 0.0
z 29 48 0 0.0
z 29 48 1 0.0
z 29 48 2 0.0
z 29 48 3 0.0
z 29 49 0 0.0
z 29 49 1 0.0
z 29 49 2 0.0
z 29 49 3 0.0
z 30 0 0 0.0
z 30 0 1 0.0
z 30 0 2 0.0
z 30 0 3 0.0
z 30 1 0 0.0
z 30 1 1 0.0
z 30 1 2 0.0
z 30 1 3 0.0
z 30 2 0 0.0
z 30 2 1 0.0
z 30 2 2 0.0
z 30 2 3 0.0
z 30 3 0 0.0
z 30 3 1 0.0
z 30 3 2 0.0
z 30 3 3 0.0
z 30 4 0 0.0
z 30 4 1 0.0
z 30 4 2 0.0
z 30 4 3 0.0
z 30 5 0 0.0
z 30 5 1 0.0
z 30 5 2 0.0
z 30 5 3 0.0
z 30 6 0 0.0
z 30 6 1 0.0
z 30 6 2 0.0
z 30 6 3 0.0
z 30 7 0 0.0
z 30 7 1 0.0
z 30 7 2 0.0
z 30 7 3 0.0
z 30 8 0 0.0
z 30 8 1 0.0
z 30 8 2 0.0
z 30 8 3 0.0
z 30 9 0 0.0
z 30 9 1 0.0
z 30 9 2 0.0
z 30 9 3 0.0
z 30 10 0 0.0
z 30 10 1 0.0
z 30 10 2 0.0
z 30 10 3 0.0
z 30 11 0 0.0
z 30 11 1 0.0
z 30 11 2 0.0
z 30 11 3 0.0
z 30 12 0 0.0
z 30 12 1 0.0
z 30 12 2 0.0
z 30 12 3 0.0
z 30 13 0 0.0
z 30 13 1 0.0
z 30 13 2 0.0
z 30 13 3 0.0
z 30 14 0 0.0
z 30 14 1 0.0
z 30 14 2 0.0
z 30 14 3 0.0
z 30 15 0 0.0
z 30 15 1 0.0
z 30 15 2 0.0
z 30 15 3 0.0
z 30 16 0 0.0
z 30 16 1 0.0
z 30 16 2 0.0
z 30 16 3 0.0
z 30 17 0 0.0
z 30 17 1 0.0
z 30 17 2 0.0
z 30 17 3 0.0
z 30 18 0 0.0
z 30 18 1 0.0
z 30 18 2 0.0
z 30 18 3 0.0
z 30 19 0 0.0
z 30 19 1 0.0
z 30 19 2 0.0
z 30 19 3 0.0
z 30 20 0 0.0
z 30 20 1 0.0
z 30 20 2 0.0
z 30 20 3 0.0
z 30 21 0 0.0
z 30 21 1 0.0
z 30 21 2 0.0
z 30 21 3 0.0
z 30 22 0 0.0
z 30 22 1 0.0
z 30 22 2 0.0
z 30 22 3 0.0
z 30 23 0 0.0
z 30 23 1 0.0
z 30 23 2 0.0
z 30 23 3 0.0
z 30 24 0 0.0
z 30 24 1 0.0
z 30 24 2 0.0
z 30 24 3 0.0
z 30 25 0 0.0
z 30 25 1 0.0
z 30 25 2 0.0
z 30 25 3 0.0
z 30 26 0 0.0
z 30 26 1 0.0
z 30 26 2 0.0
z 30 26 3 0.0
z 30 27 0 0.0
z 30 27 1 0.0
z 30 27 2 0.0
z 30 27 3 0.0
z 30 28 0 0.0
z 30 28 1 0.0
z 30 28 2 0.0
z 30 28 3 0.0
z 30 29 0 0.0
z 30 29 1 0.0
z 30 29 2 0.0
z 30 29 3 0.0
z 30 30 0 0.0
z 30 30 1 0.0
z 30 30 2 0.0
z 30 30 3 0.0
